variant,model_type,topic,rank,keyword,weight
documented_clean_final,NMF_FALLBACK,18,13,appeal securities,0.11865007780634537
documented_clean_final,NMF_FALLBACK,18,14,insurance appeal,0.11865007780634537
documented_clean_final,NMF_FALLBACK,18,15,placement seafarers,0.11724875079813069
documented_clean_final,NMF_FALLBACK,18,16,rectify defect,0.11415938597353321
documented_clean_final,NMF_FALLBACK,18,17,seafarers rules,0.11131253386231384
documented_clean_final,NMF_FALLBACK,18,18,shipping recruitment,0.106708046286357
documented_clean_final,NMF_FALLBACK,18,19,memorandum appeal,0.105081717736508
documented_clean_final,NMF_FALLBACK,18,20,placement,0.10391192918142385
documented_clean_final,NMF_FALLBACK,19,1,nuclear,0.4905845144068487
documented_clean_final,NMF_FALLBACK,19,2,liability,0.2854197454421821
documented_clean_final,NMF_FALLBACK,19,3,clnd,0.2706261739923149
documented_clean_final,NMF_FALLBACK,19,4,atomic energy,0.22353674693932107
