variant,model_type,topic,rank,keyword,weight
keep_short_remove_years,NMF_FALLBACK,12,16,regulation,0.1611822429507526
keep_short_remove_years,NMF_FALLBACK,12,17,customs broker,0.1545900942230113
keep_short_remove_years,NMF_FALLBACK,12,18,broker,0.14973431590242195
keep_short_remove_years,NMF_FALLBACK,12,19,goods,0.14518853767131268
keep_short_remove_years,NMF_FALLBACK,12,20,reasonable belief,0.12563146077855245
keep_short_remove_years,NMF_FALLBACK,13,1,act,0.5810636661913322
keep_short_remove_years,NMF_FALLBACK,13,2,section,0.18497989034412013
keep_short_remove_years,NMF_FALLBACK,13,3,framing,0.181647554724912
keep_short_remove_years,NMF_FALLBACK,13,4,framed,0.15756263162852444
keep_short_remove_years,NMF_FALLBACK,13,5,regulations,0.1553788766627971
keep_short_remove_years,NMF_FALLBACK,13,6,national,0.14017867994325334
keep_short_remove_years,NMF_FALLBACK,13,7,framing rules,0.132028679847447
keep_short_remove_years,NMF_FALLBACK,13,8,real estate,0.13085934557944653
keep_short_remove_years,NMF_FALLBACK,13,9,aiims,0.12867915961885143
keep_short_remove_years,NMF_FALLBACK,13,10,rules regulations,0.12235896057360478
keep_short_remove_years,NMF_FALLBACK,13,11,acts,0.11778271362119588
keep_short_remove_years,NMF_FALLBACK,13,12,delay,0.1132075752655544
keep_short_remove_years,NMF_FALLBACK,13,13,department,0.11314322785838891
keep_short_remove_years,NMF_FALLBACK,13,14,laid,0.10901674195354098
keep_short_remove_years,NMF_FALLBACK,13,15,nuclear,0.10831470919705401
keep_short_remove_years,NMF_FALLBACK,13,16,estate,0.1056566877646433
keep_short_remove_years,NMF_FALLBACK,13,17,laying,0.0967689838218756
keep_short_remove_years,NMF_FALLBACK,13,18,status,0.0933452765919325
keep_short_remove_years,NMF_FALLBACK,13,19,real,0.09216422045034847
keep_short_remove_years,NMF_FALLBACK,13,20,states,0.09072977309659623
keep_short_remove_years,NMF_FALLBACK,14,1,ifs,0.3736475191751092
keep_short_remove_years,NMF_FALLBACK,14,2,service,0.29443969727448915
keep_short_remove_years,NMF_FALLBACK,14,3,promotion,0.2863940683158834
keep_short_remove_years,NMF_FALLBACK,14,4,cadre,0.24830405608308107
keep_short_remove_years,NMF_FALLBACK,14,5,grade,0.2203317582225639
keep_short_remove_years,NMF_FALLBACK,14,6,foreign service,0.22019614699035764
keep_short_remove_years,NMF_FALLBACK,14,7,officers,0.21286328878869962
keep_short_remove_years,NMF_FALLBACK,14,8,indian foreign,0.21082083973616195
keep_short_remove_years,NMF_FALLBACK,14,9,foreign,0.20845838737071506
keep_short_remove_years,NMF_FALLBACK,14,10,external,0.20292587331855258
keep_short_remove_years,NMF_FALLBACK,14,11,external affairs,0.2029158336323986
keep_short_remove_years,NMF_FALLBACK,14,12,indian,0.14315013717956201
keep_short_remove_years,NMF_FALLBACK,14,13,posts,0.13153549332020023
keep_short_remove_years,NMF_FALLBACK,14,14,seniority,0.1266244574992757
